Customer ID,Customer Email,Purchase month,Number of user seats bought,Number of users added,Total number of logins,Customer Region,Total number of desktop sessions ran every month,Total number of mobile sessions ran every month,Month churned,Month repurchased
11452,ball@xyz.com,February,10,7,42,Europe,105,70,,
11453,clark@xyz.com,February,5,5,45,Europe,90,35,,
11454,marion@gmail.com,February,2,1,1,North America,19,4,March,
11455,alice@gmail.com,February,10,2,1,North America,38,6,March,
11456,carr@xyz.com,February,2,2,12,Europe,20,16,,
11457,jorge@gmail.com,February,10,3,6,Europe,45,6,March,
11458,avery@xyz.com,February,5,5,40,Europe,0,40,,
11459,cornish@xyz.com,February,2,2,18,North America,34,20,,
11460,lewis@xyz.com,February,5,5,35,Asia,10,50,,
11461,lambert@xyz.com,February,2,2,16,North America,2,16,,
11462,nadine@gmail.com,February,1,1,2,Asia,6,5,March,
11463,phyllis@gmail.com,February,2,1,1,Asia,14,5,March,
11464,ogden@xyz.com,February,5,5,40,Europe,100,50,,
11465,parr@xyz.com,February,10,10,70,Europe,170,80,,
11466,ramona@gmail.com,February,2,1,1,Europe,12,4,March,
11467,smith@xyz.com,February,2,2,16,Europe,34,20,,
11468,ogden@xyz.com,February,2,2,18,Asia,34,20,,
11469,ince@xyz.com,February,2,2,18,Europe,32,20,,
11470,todd@gmail.com,February,10,3,6,Europe,45,12,March,
11471,wallace@xyz.com,February,10,10,90,Europe,120,80,,
11472,langdon@xyz.com,February,10,7,56,North America,98,63,,
11473,lewis@xyz.com,February,2,2,16,North America,26,18,,
11474,lowell@gmail.com,February,10,4,8,North America,32,16,April,
11475,berry@xyz.com,February,1,1,9,Europe,8,8,,
11476,burgess@xyz.com,February,1,1,8,North America,12,8,,
11477,louis@gmail.com,February,1,1,1,North America,20,3,March,
11478,sutherland@xyz.com,February,2,2,14,North America,30,18,,
11479,wallace@xyz.com,February,5,4,32,Europe,32,32,,
11480,ferguson@xyz.com,February,2,2,12,Europe,0,18,,
11481,hunter@xyz.com,February,5,5,40,North America,55,45,,
11482,beth@gmail.com,February,10,3,3,North America,39,9,March,
11483,north@xyz.com,February,5,5,35,North America,80,45,,
11484,parr@xyz.com,February,1,1,9,Europe,13,8,,
11485,tabitha@gmail.com,February,10,3,6,Europe,51,6,March,
11486,lee@xyz.com,February,5,5,35,North America,15,50,,
11487,knox@xyz.com,February,5,5,35,North America,20,45,,
11488,anderson@xyz.com,February,10,9,72,North America,63,72,,
11489,dave@yahoo.com,February,1,1,1,Asia,4,5,March,
11490,simpson@xyz.com,February,5,5,35,North America,25,45,,
11491,reid@xyz.com,February,5,5,35,Europe,100,45,,
11492,jones@xyz.com,February,1,1,6,North America,17,8,,
11493,abraham@xyz.com,February,10,9,72,North America,45,72,,
11494,howard@xyz.com,February,2,2,18,Europe,12,18,,
11495,benjamin@gmail.com,February,5,2,2,Europe,34,4,March,
11496,ross@xyz.com,February,1,1,9,Asia,13,9,,
11497,rickey@gmail.com,February,1,1,1,North America,11,1,March,
11498,ernest@gmail.com,February,10,3,6,North America,9,12,March,
11499,roberts@xyz.com,February,1,1,8,North America,3,8,,
11500,greene@xyz.com,February,1,1,6,North America,1,9,,
11501,ross@xyz.com,February,2,2,18,North America,8,20,,
11502,kelly@xyz.com,February,5,4,28,North America,4,32,,
11503,stewart@gmail.com,February,2,1,1,Asia,8,3,March,
11504,ellison@xyz.com,February,2,2,12,Europe,4,20,,
11505,paterson@xyz.com,February,5,4,36,Europe,64,36,,
11506,langdon@xyz.com,February,2,2,14,North America,20,20,,
11507,springer@xyz.com,February,10,10,80,North America,0,100,,
11508,ted@gmail.com,February,1,1,1,North America,4,1,April,
11509,bell@xyz.com,February,2,2,16,North America,16,18,,
11510,mattie@gmail.com,February,2,1,1,Asia,3,4,March,
11511,ball@xyz.com,February,5,4,28,Europe,64,28,,
11512,duncan@xyz.com,February,10,10,70,North America,100,100,,
11513,sutherland@xyz.com,February,2,2,12,North America,24,20,,
11514,lewis@xyz.com,February,10,10,60,North America,130,90,,
11515,austin@gmail.com,February,5,1,1,Asia,0,1,March,
11516,bruce@gmail.com,February,2,1,1,North America,6,3,March,
11517,hughes@xyz.com,February,10,10,60,Europe,180,80,,
11518,walker@xyz.com,February,10,9,63,North America,36,72,,
11519,skinner@xyz.com,February,1,1,8,Europe,17,10,,
11520,marta@gmail.com,February,5,2,2,North America,34,8,March,
11521,anne@gmail.com,February,1,1,2,North America,0,1,April,
11522,alsop@xyz.com,February,1,1,9,Europe,8,9,,
11523,dyer@xyz.com,February,5,5,30,North America,65,50,,
11524,hamilton@xyz.com,February,1,1,9,North America,17,10,,
11525,turner@xyz.com,February,2,2,14,North America,10,18,,
11526,langdon@xyz.com,February,10,9,63,North America,0,72,,
11527,manning@xyz.com,February,1,1,6,Europe,0,9,,
11528,sutherland@xyz.com,February,2,2,12,Europe,16,16,,
11529,emily@yahoo.com,February,1,1,1,Asia,0,1,March,
11530,stuart@gmail.com,February,1,1,1,North America,16,5,March,
11531,stewart@xyz.com,February,10,7,63,Europe,42,63,,
11532,walsh@xyz.com,February,2,2,18,North America,20,18,,
11533,rudolph@yahoo.com,February,1,1,2,Asia,5,4,March,
11534,randall@xyz.com,February,2,2,18,Europe,24,16,,
11535,clark@xyz.com,February,10,9,81,Europe,153,72,,
11536,noah@gmail.com,February,10,4,8,North America,28,8,March,
11537,stewart@xyz.com,February,1,1,9,Asia,6,9,,
11538,tucker@xyz.com,February,10,10,80,North America,140,80,,
11539,roberta@gmail.com,February,2,1,2,Asia,4,1,March,
11540,johnston@xyz.com,February,10,8,56,North America,104,64,,
11541,harris@xyz.com,February,2,2,16,North America,6,16,,
11542,russell@xyz.com,February,1,1,6,North America,4,9,,
11543,mackenzie@xyz.com,February,2,2,18,North America,40,20,,
11544,kellie@gmail.com,February,1,1,1,Asia,2,2,March,
11545,sharp@xyz.com,February,2,2,16,Asia,24,16,,
11546,glover@xyz.com,February,2,2,14,Europe,40,16,,
11547,powell@xyz.com,February,10,7,63,North America,14,56,,
11548,tucker@xyz.com,February,1,1,9,Europe,8,10,,
11549,nolan@xyz.com,February,10,9,63,North America,171,72,,
11550,macleod@xyz.com,February,5,5,30,North America,70,40,,
11551,everett@gmail.com,February,5,1,1,Asia,16,1,March,
11552,buckland@xyz.com,February,10,8,64,Europe,104,64,,
11553,coleman@xyz.com,February,10,9,54,North America,63,90,,
11554,chapman@xyz.com,February,2,2,18,Europe,30,6,,
11555,dorothy@yahoo.com,February,1,1,1,Asia,19,5,March,
11556,peters@xyz.com,February,10,7,56,Asia,70,63,,
11557,antonia@gmail.com,February,2,1,1,Asia,14,2,March,
11558,marshall@xyz.com,February,5,4,28,North America,36,40,,
11559,gill@xyz.com,February,2,2,14,North America,8,18,,
11560,herbert@gmail.com,February,5,2,2,Asia,34,2,March,
11561,taylor@xyz.com,February,10,9,81,North America,54,81,,
11562,james@xyz.com,February,5,4,28,Asia,68,40,,
11563,gray@xyz.com,February,5,4,28,North America,76,40,,
11564,newman@xyz.com,February,2,2,18,North America,40,18,,
11565,ronnie@gmail.com,February,10,3,3,North America,3,9,March,
11566,powell@xyz.com,February,10,9,81,North America,144,72,,
11567,rosie@gmail.com,February,10,2,2,Europe,34,2,March,
11568,hector@gmail.com,February,1,1,1,Asia,4,3,March,
11569,cameron@xyz.com,February,2,2,18,Asia,4,20,,
11570,davidson@xyz.com,February,10,9,63,Asia,63,90,,
11571,dorothy@gmail.com,February,1,1,1,Asia,14,1,March,
11572,bell@xyz.com,February,5,5,35,North America,10,50,,
11573,felipe@gmail.com,February,2,1,2,North America,16,4,March,
11574,bower@xyz.com,February,2,2,16,North America,32,18,,
11575,mack@gmail.com,February,1,1,2,Asia,14,5,March,
11576,bailey@xyz.com,February,2,2,12,North America,6,18,,
11577,smith@xyz.com,February,2,2,18,Europe,36,20,,
11578,walsh@xyz.com,February,2,2,14,North America,28,16,,
11579,gill@xyz.com,February,5,5,40,North America,25,50,,
11580,tucker@xyz.com,February,1,1,9,North America,9,10,,
11581,bob@gmail.com,February,5,2,2,North America,20,2,March,
11582,sanderson@xyz.com,February,2,2,14,Europe,8,18,,
11583,cameron@xyz.com,February,5,4,36,North America,20,40,,
11584,payne@xyz.com,February,1,1,9,Asia,9,7,,
11585,paterson@xyz.com,February,2,2,14,Europe,40,20,,
11586,mitchell@xyz.com,February,5,5,45,Europe,20,45,,
11587,mona@gmail.com,February,1,1,1,Asia,18,5,March,
11588,gibson@xyz.com,February,5,5,45,North America,75,50,,
11589,lyman@xyz.com,February,1,1,8,North America,18,10,,
11590,langdon@xyz.com,February,5,4,36,North America,24,40,,
11591,wilson@gmail.com,February,10,1,2,North America,1,3,March,
11592,hill@xyz.com,February,2,2,18,Europe,22,18,,
11593,wallace@xyz.com,February,5,5,35,North America,100,40,,
11594,kelli@yahoo.com,February,1,1,1,Asia,2,3,March,
11595,howard@xyz.com,February,10,9,54,Europe,90,72,,
11596,lewis@xyz.com,February,10,9,63,North America,63,90,,
11597,lyman@xyz.com,February,1,1,7,Europe,11,10,,
11598,kim@gmail.com,February,1,1,1,North America,2,1,March,
11599,jackson@xyz.com,February,2,2,12,North America,26,16,,
11600,roberts@xyz.com,February,2,2,14,North America,0,18,,
11601,abraham@xyz.com,February,10,8,72,Europe,72,64,,
11602,barbara@gmail.com,February,1,1,2,North America,11,4,March,
11603,hemmings@xyz.com,February,5,3,18,Europe,6,24,,
11604,allan@gmail.com,February,2,1,1,Europe,9,5,March,
11605,ball@xyz.com,February,10,9,63,Europe,108,81,,
11606,ted@gmail.com,February,1,1,1,Asia,0,3,March,
11607,fisher@xyz.com,February,10,7,42,North America,49,63,,
11608,edmunds@xyz.com,February,10,9,72,Asia,45,90,,
11609,rampling@xyz.com,February,1,1,8,Europe,9,9,,
11610,alsop@xyz.com,February,1,1,8,North America,11,8,,
11611,kelly@xyz.com,February,5,5,30,Asia,70,40,,
11612,peake@xyz.com,February,1,1,8,North America,4,10,,
11613,macdonald@xyz.com,February,5,5,40,North America,55,50,,
11614,gabriel@gmail.com,February,2,1,1,North America,19,3,March,
11615,dallas@gmail.com,February,5,2,4,Asia,24,6,March,
11616,young@xyz.com,February,10,7,63,North America,91,63,,
11617,bower@xyz.com,February,10,8,48,North America,56,72,,
11618,jamie@yahoo.com,February,1,1,1,Asia,0,5,March,
11619,oliver@xyz.com,February,2,2,12,Europe,8,20,,
11620,bailey@xyz.com,February,1,1,7,North America,5,9,,
11621,macdonald@xyz.com,February,1,1,9,Europe,5,9,,
11622,mcdonald@xyz.com,February,1,1,8,North America,15,8,,
11623,mildred@gmail.com,February,5,2,4,North America,10,2,March,
11624,manning@xyz.com,February,10,8,48,Europe,112,80,,
11625,buckland@xyz.com,February,1,1,6,Europe,4,9,,
11626,randolph@yahoo.com,February,1,1,1,Asia,17,3,March,
11627,davidson@xyz.com,February,10,9,63,Europe,99,72,,
11628,forsyth@xyz.com,February,1,1,7,North America,9,10,,
11629,shannon@gmail.com,February,2,1,2,North America,9,4,April,
11630,hodges@xyz.com,February,2,2,16,Europe,26,18,,
11631,stewart@xyz.com,February,1,1,8,Europe,9,9,,
11632,clark@xyz.com,February,5,5,40,North America,25,50,,
11633,erin@gmail.com,February,1,1,1,North America,17,2,March,
11634,paulette@gmail.com,February,1,1,1,Asia,17,3,March,
11635,gladys@gmail.com,February,5,1,2,Asia,19,2,March,
11636,susie@gmail.com,February,1,1,1,North America,10,5,March,
11637,stephanie@gmail.com,February,1,1,1,Asia,7,5,March,
11638,hunter@xyz.com,February,10,7,42,Europe,126,70,,
11639,ogden@xyz.com,February,1,1,9,North America,5,9,,
11640,angelina@yahoo.com,February,1,1,1,Asia,0,4,March,
11641,rutherford@xyz.com,February,1,1,7,North America,7,8,,
11642,israel@gmail.com,February,1,1,1,North America,6,1,March,
11643,miller@xyz.com,February,1,1,6,Europe,9,9,,
11644,coleman@xyz.com,February,1,1,9,North America,11,9,,
11645,manning@xyz.com,February,10,7,42,North America,133,63,,
11646,adam@gmail.com,February,10,4,4,Europe,64,12,March,
11647,white@xyz.com,February,10,9,63,Asia,144,90,,
11648,young@xyz.com,February,5,5,30,North America,40,50,,
11649,king@xyz.com,February,1,1,6,North America,4,10,,
11650,darnell@gmail.com,February,1,1,1,Asia,20,3,March,
11651,marshall@gmail.com,February,5,2,4,Europe,34,8,March,
11652,white@xyz.com,February,2,2,16,Asia,32,16,,
11653,burgess@xyz.com,February,10,9,81,North America,9,72,,
11654,lyman@xyz.com,February,5,5,45,North America,70,40,,
11655,pullman@xyz.com,February,10,8,72,Europe,88,72,,
11656,russell@xyz.com,February,1,1,7,North America,15,10,,
11657,dowd@xyz.com,February,10,8,48,Europe,8,80,,
11658,campbell@xyz.com,February,2,2,14,North America,34,16,,
11659,campbell@xyz.com,February,10,9,81,Europe,0,72,,
11660,knox@xyz.com,February,2,2,18,North America,8,18,,
11661,jackson@xyz.com,February,5,4,28,North America,40,36,,
11662,penny@yahoo.com,February,1,1,1,Asia,5,1,March,
11663,wilson@xyz.com,February,1,1,7,North America,9,9,,
11664,lillian@yahoo.com,February,1,1,2,Asia,8,2,March,
11665,kerr@xyz.com,February,2,2,16,North America,22,16,,
11666,forsyth@xyz.com,February,10,7,42,North America,63,70,,
11667,parr@xyz.com,February,10,8,48,Asia,80,72,,
11668,simpson@xyz.com,February,10,8,64,North America,96,80,,
11669,gene@gmail.com,February,10,3,6,North America,3,6,March,
11670,hill@xyz.com,February,2,2,12,North America,0,20,,
11671,pauline@yahoo.com,February,1,1,2,Asia,18,5,March,
11672,ball@xyz.com,February,1,1,7,North America,1,8,,
11673,dowd@xyz.com,February,2,2,12,North America,16,18,,
11674,rex@yahoo.com,February,1,1,1,Asia,15,2,March,
11675,wade@gmail.com,February,1,1,1,Asia,12,2,March,
11676,paige@xyz.com,February,5,4,32,North America,52,36,,
11677,shane@gmail.com,February,2,1,1,Asia,3,3,March,
11678,macleod@xyz.com,February,5,4,36,Europe,68,20,,
11679,payne@xyz.com,February,10,7,63,North America,0,63,,
11680,becky@gmail.com,February,5,2,1,Europe,40,10,March,
11681,piper@xyz.com,February,10,7,63,Europe,133,70,,
11682,parsons@xyz.com,February,1,1,6,North America,15,8,,
11683,dora@gmail.com,February,10,3,1,North America,57,15,March,
11684,springer@xyz.com,February,5,4,28,Europe,56,48,,
11685,blake@xyz.com,February,2,2,14,North America,2,16,,
11686,wright@xyz.com,February,10,9,72,North America,0,90,,
11687,nathaniel@gmail.com,February,1,1,1,Asia,1,1,March,
11688,grace@gmail.com,February,5,2,1,North America,2,8,April,
11689,davies@xyz.com,February,5,5,30,Europe,75,55,,
11690,graham@xyz.com,February,2,2,12,North America,30,16,,
11691,freda@yahoo.com,February,1,1,1,Asia,5,5,March,
11692,mathis@xyz.com,February,1,1,6,Europe,18,8,,
11693,hamilton@xyz.com,February,5,4,36,North America,8,36,,
11694,theresa@gmail.com,February,2,1,1,North America,18,3,March,April
11695,dixie@gmail.com,February,1,1,2,Europe,4,2,March,
11696,terry@gmail.com,February,10,3,3,North America,18,15,March,
11697,joanna@gmail.com,February,10,3,6,North America,60,6,March,
11698,graham@xyz.com,February,1,1,9,North America,15,10,,
11699,thomson@xyz.com,February,1,1,9,North America,5,8,,
11700,metcalfe@xyz.com,February,2,2,16,North America,6,16,,
11701,mackay@xyz.com,February,10,9,54,North America,153,81,,
11702,king@xyz.com,March,5,4,24,North America,56,32,,
11703,underwood@xyz.com,March,2,2,14,North America,12,18,,
11704,north@xyz.com,March,10,10,70,Europe,50,100,,
11705,greene@xyz.com,March,10,10,70,Asia,70,80,,
11706,julia@xyz.com,March,2,1,1,Europe,15,1,April,
11707,skinner@xyz.com,March,1,1,8,Europe,17,10,,
11708,james@xyz.com,March,5,5,45,North America,35,45,,
11709,allan@xyz.com,March,1,1,9,Europe,3,10,,
11710,arnold@xyz.com,March,10,9,54,North America,135,81,,
11711,manning@xyz.com,March,1,1,6,Europe,20,10,,
11712,short@xyz.com,March,1,1,6,Europe,5,8,,
11713,arnold@gmail.com,March,1,1,2,Asia,10,4,April,
11714,jeannette@xyz.com,March,10,3,6,Europe,9,6,April,
11715,hart@xyz.com,March,5,5,45,Europe,95,50,,
11716,josh@xyz.com,March,2,2,1,Europe,8,8,April,
11717,ellison@xyz.com,March,10,10,70,North America,130,100,,
11718,terence@yahoo.com,March,5,3,18,North America,51,30,,
11719,sally@gmail.com,March,1,1,1,Asia,12,3,April,
11720,edmunds@xyz.com,March,5,5,40,North America,80,40,,
11721,wallace@xyz.com,March,1,1,8,Europe,4,10,,
11722,hemmings@xyz.com,March,5,5,45,North America,30,45,,
11723,gibson@xyz.com,March,5,4,36,Europe,68,32,,
11724,greene@xyz.com,March,2,2,18,Europe,24,16,,
11725,macdonald@xyz.com,March,1,1,9,North America,9,8,,
11726,abel@xyz.com,March,5,5,10,North America,50,15,April,
11727,tucker@xyz.com,March,5,4,36,North America,16,36,,
11728,calvin@gmail.com,March,1,1,2,Asia,9,5,April,
11729,payne@xyz.com,March,10,10,60,Europe,110,100,,
11730,drew@gmail.com,March,1,1,1,Asia,0,4,April,
11731,warren@xyz.com,March,1,1,2,Asia,6,5,April,
11732,davies@xyz.com,March,2,1,7,North America,15,8,,
11733,renee@gmail.com,March,10,10,90,North America,80,80,,
11734,chelsea@gmail.com,March,1,1,1,Asia,19,2,April,
11735,elaine@xyz.com,March,1,1,1,North America,10,4,April,
11736,clarkson@xyz.com,March,10,8,72,North America,56,64,,
11737,jesus@gmail.com,March,1,1,1,Asia,2,5,April,
11738,gerald@gmail.com,March,1,1,2,Asia,3,5,April,
11739,bob@xyz.com,March,1,1,1,Asia,5,5,April,
11740,opal@xyz.com,March,10,2,2,Europe,12,4,April,
11741,watson@xyz.com,March,5,5,40,North America,50,45,,
11742,dorothy@gmail.com,March,1,1,1,Asia,10,5,April,
11743,hilda@xyz.com,March,2,2,4,North America,14,10,April,
11744,powell@xyz.com,March,2,2,12,Asia,32,18,,
11745,jones@xyz.com,March,1,1,6,Europe,8,9,,
11746,gray@xyz.com,March,5,5,30,North America,40,40,,
11747,sanderson@xyz.com,March,5,5,30,North America,70,40,,
11748,lawrence@xyz.com,March,10,9,81,North America,126,90,,
11749,marshall@xyz.com,March,10,10,80,Europe,10,80,,
11750,scott@xyz.com,March,10,9,72,North America,81,72,,
11751,velma@xyz.com,March,2,1,1,Asia,12,5,April,
11752,wilbur@xyz.com,March,5,2,1,Asia,8,6,April,
11753,luis@xyz.com,March,10,3,6,Asia,57,12,April,
11754,max@xyz.com,March,5,2,2,Asia,26,2,April,
11755,springer@xyz.com,March,1,1,6,North America,15,10,,
11756,bailey@xyz.com,March,1,1,6,Europe,4,9,,
11757,ramon@xyz.com,March,1,1,1,Asia,0,4,April,
11758,hardacre@xyz.com,March,2,1,8,North America,8,8,,
11759,clark@xyz.com,March,1,1,9,North America,7,10,,
11760,joy@xyz.com,March,1,1,1,Asia,4,1,April,
11761,carr@xyz.com,March,2,2,16,North America,20,16,,
11762,theresa@gmail.com,March,1,1,1,Asia,13,1,April,
11763,gibson@xyz.com,March,5,4,32,Europe,60,36,,
11764,hill@xyz.com,March,5,5,35,Europe,90,40,,
11765,jeff@gmail.com,March,1,1,1,Asia,13,1,April,
11766,sylvia@gmail.com,March,1,1,1,Asia,13,2,April,
11767,elias@xyz.com,March,2,1,1,Asia,20,4,April,
11768,kerr@xyz.com,March,10,8,64,Europe,160,72,,
11769,tyrone@xyz.com,March,1,1,2,Asia,7,5,April,
11770,smith@xyz.com,March,10,9,63,North America,63,81,,
11771,keith@xyz.com,March,1,1,2,Asia,17,3,April,
11772,hardacre@xyz.com,March,5,5,35,Europe,30,50,,
11773,carlos@gmail.com,March,10,8,56,North America,104,16,,
11774,parsons@xyz.com,March,2,2,16,Europe,38,18,,
11775,karl@gmail.com,March,1,1,2,Asia,8,5,April,
11776,randall@xyz.com,March,1,1,9,North America,8,8,,
11777,tommy@gmail.com,March,1,1,1,Asia,20,2,April,
11778,elvira@xyz.com,March,10,1,1,North America,7,4,April,
11779,armando@xyz.com,March,1,1,1,North America,18,2,April,
11780,monique@xyz.com,March,1,1,1,Europe,14,4,April,
11781,chelsea@xyz.com,March,2,2,4,Europe,34,4,April,
11782,hugh@xyz.com,March,2,2,1,North America,6,10,April,
11783,rees@xyz.com,March,2,2,12,North America,6,18,,
11784,marshall@gmail.com,March,1,1,2,Asia,0,4,April,
11785,gerardo@gmail.com,March,1,1,1,Asia,17,5,April,
11786,jeremiah@gmail.com,March,1,1,1,Asia,17,5,April,
11787,mae@yahoo.com,March,5,1,9,North America,19,8,,
11788,greene@xyz.com,March,1,1,9,North America,5,10,,
11789,martin@xyz.com,March,10,7,63,Asia,21,56,,
11790,gloria@gmail.com,March,1,1,2,Asia,12,4,April,
11791,laverne@xyz.com,March,10,2,4,Asia,32,10,April,
11792,amos@xyz.com,March,5,5,1,North America,55,10,April,
11793,marion@xyz.com,March,10,3,3,Asia,24,6,April,
11794,paul@xyz.com,March,5,5,5,North America,5,15,April,
11795,rosie@xyz.com,March,1,1,2,North America,20,5,April,
11796,clarkson@xyz.com,March,1,1,7,North America,11,10,,
11797,forsyth@xyz.com,March,2,2,18,Europe,16,18,,
11798,jennifer@gmail.com,March,1,1,2,Asia,15,3,April,
11799,north@xyz.com,March,5,4,36,North America,16,36,,
11800,johnny@gmail.com,March,1,1,2,Asia,6,5,April,
11801,gray@xyz.com,March,1,1,9,Asia,1,10,,
11802,miller@xyz.com,March,5,5,40,North America,85,50,,
11803,scott@xyz.com,March,10,10,90,North America,30,100,,
11804,lyle@xyz.com,March,5,4,8,Europe,36,20,April,
11805,reid@xyz.com,March,5,5,35,Europe,75,45,,
11806,white@xyz.com,March,1,1,6,North America,14,9,,
11807,martha@xyz.com,March,5,2,1,Asia,32,4,April,
11808,russell@xyz.com,March,10,7,49,North America,70,56,,
11809,metcalfe@xyz.com,March,1,1,6,Europe,17,10,,
11810,churchill@xyz.com,March,10,7,42,North America,91,63,,
11811,dyer@xyz.com,March,1,1,8,Europe,9,10,,
11812,viola@yahoo.com,March,2,2,18,North America,36,16,,
11813,harry@xyz.com,March,10,10,10,North America,120,10,April,
11814,gibson@xyz.com,March,1,1,9,North America,4,8,,
11815,ryan@gmail.com,March,10,9,81,North America,171,99,,
11816,butler@xyz.com,March,10,10,90,Asia,80,100,,
11817,jill@xyz.com,March,5,4,8,Europe,72,12,April,
11818,suzanne@xyz.com,March,10,7,7,North America,84,35,April,
11819,nicole@gmail.com,March,5,5,30,North America,90,45,,
11820,marcella@xyz.com,March,2,2,4,Europe,36,10,April,
11821,hardacre@xyz.com,March,1,1,6,North America,20,8,,
11822,jonathon@gmail.com,March,5,4,28,North America,44,40,,
11823,ida@xyz.com,March,10,4,1,Asia,0,20,April,
11824,cornish@xyz.com,March,5,4,28,Europe,8,40,,
11825,chapman@xyz.com,March,10,8,56,Europe,56,72,,
11826,guadalupe@gmail.com,March,2,2,14,North America,18,28,,
11827,metcalfe@xyz.com,March,10,7,49,Europe,98,63,,
11828,taylor@xyz.com,March,1,1,9,North America,0,9,,
11829,kerr@xyz.com,March,1,1,7,North America,18,8,,
11830,oliver@xyz.com,March,2,2,16,North America,10,16,,
11831,slater@xyz.com,March,5,5,45,Asia,55,45,,
11832,forsyth@xyz.com,March,5,4,32,Europe,48,36,,
11833,dallas@xyz.com,March,10,4,8,Europe,28,20,April,
11834,scott@xyz.com,March,2,2,14,Europe,40,20,,
11835,kerr@xyz.com,March,2,2,14,North America,10,18,,
11836,turner@xyz.com,March,1,1,7,North America,12,9,,
11837,hughes@xyz.com,March,10,8,72,Europe,24,72,,
11838,charlene@xyz.com,March,5,2,1,Asia,32,4,April,
11839,ann@xyz.com,March,1,1,1,Europe,13,2,April,
11840,robertson@xyz.com,March,1,1,9,Europe,15,8,,
11841,vaughan@xyz.com,March,5,5,35,North America,55,40,,
11842,lionel@gmail.com,March,2,2,14,North America,12,20,,
11843,underwood@xyz.com,March,2,2,14,Asia,22,18,,
11844,roberts@xyz.com,March,2,2,14,Europe,10,16,,
11845,gill@xyz.com,March,2,2,16,North America,34,16,,
11846,king@xyz.com,March,5,4,32,North America,68,32,,
11847,gill@xyz.com,March,2,2,16,North America,0,16,,
11848,wright@xyz.com,March,1,1,6,North America,20,10,,
11849,robert@xyz.com,March,10,3,3,Asia,18,9,April,
11850,scott@xyz.com,March,10,7,42,Europe,98,56,,
11851,clarkson@xyz.com,March,1,1,8,Europe,2,10,,
11852,henderson@xyz.com,March,5,4,24,Europe,0,40,,
11853,rafael@xyz.com,March,10,4,1,Europe,16,20,April,
11854,cameron@xyz.com,March,5,5,45,North America,75,45,,
11855,marshall@xyz.com,March,1,1,2,North America,20,4,April,
11856,blake@xyz.com,March,1,1,7,North America,7,9,,
11857,megan@gmail.com,March,5,5,40,North America,50,50,,
11858,vaughan@xyz.com,March,1,1,8,Europe,3,10,,
11859,mills@xyz.com,March,1,1,8,North America,7,9,,
11860,carr@xyz.com,March,5,4,28,North America,80,32,,
11861,nick@gmail.com,March,1,1,6,North America,19,10,,
11862,jerome@gmail.com,March,5,4,36,North America,68,32,,
11863,ferguson@xyz.com,March,10,8,64,Europe,152,64,,
11864,louise@yahoo.com,March,10,10,90,North America,60,80,,
11865,frances@yahoo.com,March,1,1,9,North America,0,9,,
11866,floyd@xyz.com,March,2,1,1,Europe,18,2,April,
11867,tony@gmail.com,March,1,1,2,Asia,11,5,April,
11868,terry@xyz.com,March,2,2,14,Asia,12,16,,
11869,vaughan@xyz.com,March,2,2,16,North America,40,18,,
11870,alexander@gmail.com,March,1,1,1,Asia,12,1,April,
11871,thomas@xyz.com,March,2,1,1,Asia,13,1,April,
11872,campbell@xyz.com,March,2,2,14,North America,4,16,,
11873,short@xyz.com,March,2,2,14,Europe,10,18,,
11874,barbara@yahoo.com,March,10,7,63,North America,119,70,,
11875,juana@yahoo.com,March,1,1,6,North America,20,10,,
11876,jimmy@xyz.com,March,1,1,2,Asia,8,3,April,
11877,sutherland@xyz.com,March,2,2,12,Europe,0,18,,
11878,hardacre@xyz.com,March,2,2,18,Europe,22,18,,
11879,macleod@xyz.com,March,5,4,24,North America,64,36,,
11880,churchill@xyz.com,March,10,7,49,Europe,105,63,,
11881,isaac@xyz.com,March,2,2,2,North America,40,4,April,
11882,rutherford@xyz.com,March,5,4,24,Europe,72,36,,
11883,susan@gmail.com,March,5,5,35,North America,35,20,,
11884,kathleen@xyz.com,March,5,5,10,North America,55,25,April,
11885,wendy@xyz.com,March,5,5,1,North America,5,10,April,
11886,rees@xyz.com,March,1,1,7,Europe,0,8,,
11887,ellison@xyz.com,March,5,4,32,North America,4,40,,
11888,winifred@gmail.com,March,5,5,30,North America,50,40,,
11889,bond@xyz.com,March,1,1,6,North America,8,9,,
11890,scarie@gmail.com,March,1,1,2,Asia,11,4,April,
11891,kerr@xyz.com,March,10,10,60,Asia,70,80,,
11892,grant@xyz.com,March,2,2,16,Europe,28,16,,
11893,hardacre@xyz.com,March,10,8,72,North America,136,72,,
11894,dowd@xyz.com,March,10,8,64,Asia,40,72,,
11895,parr@xyz.com,March,5,4,28,Europe,8,40,,
11896,glover@xyz.com,March,5,5,35,Europe,65,50,,
11897,abraham@xyz.com,March,1,1,7,Asia,12,9,,
11898,jean@xyz.com,March,10,10,1,North America,190,50,April,
11899,chelsea@yahoo.com,March,10,7,56,North America,91,63,,
11900,maxine@gmail.com,March,1,1,1,Asia,2,4,April,
11901,white@xyz.com,March,1,1,6,Asia,4,8,,
11902,dyer@xyz.com,March,1,1,9,Asia,3,9,,
11903,lee@xyz.com,March,5,4,36,Europe,20,40,,
11904,kelly@xyz.com,March,10,10,60,North America,70,100,,
11905,levi@xyz.com,March,10,8,1,North America,96,8,April,
